House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
"6855","NW 70TH AV","TMRC","33321","RM","103","","","","","310213","=""00002609UX""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 103",""
"6855","NW 70TH AV","TMRC","33321","UNIT","104","","","","","310213","=""00000T4PZG""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 104",""
"6855","NW 70TH AV","TMRC","33321","RM","105","","","","","310213","=""00000T4S75""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 105",""
"6855","NW 70TH AV","TMRC","33321","UNIT","107","","","","","310213","=""00000T4KRQ""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 107",""
"6855","NW 70TH AV","TMRC","33321","APT","112 A","","","","","310213","=""00000T4KM3""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 112 A",""
"6855","NW 70TH AV","TMRC","33321","APT","112-A","","","","","310213","=""00000T4KM3""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 112-A",""
"6855","NW 70TH AV","TMRC","33321","APT","112A","","","","","310213","=""00000T4KM3""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 112A",""
"6855","NW 70TH AV","TMRC","33321","APT","114","","","","","310213","=""000117W8JA""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 114",""
"6855","NW 70TH AV","TMRC","33321","RM","117","","","","","310213","=""00000T4L0Z""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 117",""
"6855","NW 70TH AV","TMRC","33321","RM","118","","","","","310213","=""00000T4PZJ""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 118",""
"6855","NW 70TH AV","TMRC","33321","RM","119B","","","","","310213","=""000113MPLB""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 119B",""
"6855","NW 70TH AV","TMRC","33321","APT","120","","","","","310213","=""00001QFCW6""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 120",""
"6855","NW 70TH AV","TMRC","33321","RM","122","","","","","310213","=""00000T4PZS""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 122",""
"6855","NW 70TH AV","TMRC","33321","RM","124","","","","","310213","=""00000T4VAR""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 124",""
"6855","NW 70TH AV","TMRC","33321","RM","126","","","","","310213","=""00000T4JW6""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 126",""
"6855","NW 70TH AV","TMRC","33321","RM","128-A","","","","","310213","=""00000T4WJ0""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 128-A",""
"6855","NW 70TH AV","TMRC","33321","RM","128-B","","","","","310213","=""00000T4YLE""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 128-B",""
"6855","NW 70TH AV","TMRC","33321","UNIT","132","","","","","310213","=""00000T4TU0""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 132",""
"6855","NW 70TH AV","TMRC","33321","UNIT","133","","","","","310213","=""00000T4YTV""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 133",""
"6855","NW 70TH AV","TMRC","33321","RM","134","","","","","310213","=""00000T4ZGZ""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 134",""
"6855","NW 70TH AV","TMRC","33321","RM","135","","","","","310213","=""00000T4TYN""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 135",""
"6855","NW 70TH AV","TMRC","33321","UNIT","136","","","","","310213","=""00000T4XJQ""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 136",""
"6855","NW 70TH AV","TMRC","33321","UNIT","138","","","","","310213","=""00000T4TMG""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 138",""
"6855","NW 70TH AV","TMRC","33321","UNIT","139","","","","","310213","=""00000T4M6Z""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 139",""
"6855","NW 70TH AV","TMRC","33321","RM","19","","","","","310213","=""00000T4Q5J""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 19",""
"6855","NW 70TH AV","TMRC","33321","UNIT","200","","","","","310213","=""00000T4ZH2""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 200",""
"6855","NW 70TH AV","TMRC","33321","RM","201","","","","","310213","=""00000T4Z54""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 201",""
"6855","NW 70TH AV","TMRC","33321","UNIT","202","","","","","310213","=""00000T4S02""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 202",""
"6855","NW 70TH AV","TMRC","33321","RM","203","","","","","310213","=""00000T4S6R""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 203",""
"6855","NW 70TH AV","TMRC","33321","APT","204","","","","","310213","=""00000T4PZQ""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 204",""
"6855","NW 70TH AV","TMRC","33321","UNIT","205","","","","","310213","=""00000T4K0Q""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 205",""
"6855","NW 70TH AV","TMRC","33321","UNIT","206","","","","","310213","=""00000T4S6Q""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 206",""
"6855","NW 70TH AV","TMRC","33321","UNIT","208","","","","","310213","=""00000T4VMY""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 208",""
"6855","NW 70TH AV","TMRC","33321","RM","212-A","","","","","310213","=""00000T4VZ7""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 212-A",""
"6855","NW 70TH AV","TMRC","33321","UNIT","216","","","","","310213","=""00000T4PZC""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 216",""
"6855","NW 70TH AV","TMRC","33321","RM","219-A","","","","","310213","=""00010RH2BL""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 219-A",""
"6855","NW 70TH AV","TMRC","33321","APT","221","","","","","310213","=""00000T4NHA""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 221",""
"6855","NW 70TH AV","TMRC","33321","RM","222","","","","","310213","=""00000T4PQ4""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 222",""
"6855","NW 70TH AV","TMRC","33321","RM","223","","","","","310213","=""000024ZGWW""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 223",""
"6855","NW 70TH AV","TMRC","33321","UNIT","224","","","","","310213","=""00000T4PZI""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 224",""
"6855","NW 70TH AV","TMRC","33321","RM","226","","","","","310213","=""00000T4Q14""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 226",""
"6855","NW 70TH AV","TMRC","33321","UNIT","228","","","","","310213","=""00000T4S08""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 228",""
"6855","NW 70TH AV","TMRC","33321","RM","23","","","","","310213","=""00000T4JSI""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 23",""
"6855","NW 70TH AV","TMRC","33321","RM","232","","","","","310213","=""000105P4RK""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 232",""
"6855","NW 70TH AV","TMRC","33321","UNIT","234","","","","","310213","=""00000T4S0B""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 234",""
"6855","NW 70TH AV","TMRC","33321","UNIT","236","","","","","310213","=""00000T4S6T""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 236",""
"6855","NW 70TH AV","TMRC","33321","UNIT","237","","","","","310213","=""00000T4Q12""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 237",""
"6855","NW 70TH AV","TMRC","33321","UNIT","300","","","","","310213","=""00000T4UJY""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 300",""
"6855","NW 70TH AV","TMRC","33321","APT","301","","","","","310213","=""00010PEJRS""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 301",""
"6855","NW 70TH AV","TMRC","33321","RM","303","","","","","310213","=""00000T4VHE""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 303",""
"6855","NW 70TH AV","TMRC","33321","APT","304","","","","","310213","=""00000T4WLJ""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 304",""
"6855","NW 70TH AV","TMRC","33321","RM","305-A","","","","","310213","=""00000T4W2L""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 305-A",""
"6855","NW 70TH AV","TMRC","33321","RM","307","","","","","310213","=""00010GN203""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 307",""
"6855","NW 70TH AV","TMRC","33321","RM","308","","","","","310213","=""000018OZKF""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 308",""
"6855","NW 70TH AV","TMRC","33321","RM","309","","","","","310213","=""00000T4S77""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 309",""
"6855","NW 70TH AV","TMRC","33321","APT","310","","","","","310213","=""00000T4WIY""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 310",""
"6855","NW 70TH AV","TMRC","33321","RM","311","","","","","310213","=""00000T4UF4""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 311",""
"6855","NW 70TH AV","TMRC","33321","RM","315","","","","","310213","=""00010MJG8B""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 315",""
"6855","NW 70TH AV","TMRC","33321","APT","317","","","","","310213","=""00010P1YDP""","I 6855 NW 70TH AV","6855 NW 70TH AV APT 317",""
"6855","NW 70TH AV","TMRC","33321","RM","318","","","","","310213","=""00000T4YT5""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 318",""
"6855","NW 70TH AV","TMRC","33321","UNIT","321","","","","","310213","=""00000T4S7C""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 321",""
"6855","NW 70TH AV","TMRC","33321","UNIT","325","","","","","310213","=""00000T4OO5""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT 325",""
"6855","NW 70TH AV","TMRC","33321","UNIT","N","","","","","310213","=""00000T4VHJ""","I 6855 NW 70TH AV","6855 NW 70TH AV UNIT N",""
"6855","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4HCL""","I 6855 NW 70TH AV","6855 NW 70TH AV","Y"
"6885","NW 70TH AV","TMRC","33321","UNIT","134","","","","","310213","=""00010K7VFT""","I 6855 NW 70TH AV","6885 NW 70TH AV UNIT 134",""
"6980","W MCNAB RD","TMRC","33321","APT","A","","","","","310213","=""00000T4JD1""","6980 W MCNAB RD","6980 W MCNAB RD APT A",""
"6980","W MCNAB RD","TMRC","33321","APT","B","","","","","310213","=""00000T4IKJ""","6980 W MCNAB RD","6980 W MCNAB RD APT B",""
"6980","W MCNAB RD","TMRC","33321","APT","C","","","","","310213","=""00000T4X3O""","6980 W MCNAB RD","6980 W MCNAB RD APT C",""
"6980","W MCNAB RD","TMRC","33321","APT","D","","","","","310213","=""00000T4V88""","6980 W MCNAB RD","6980 W MCNAB RD APT D",""
"6980","W MCNAB RD","TMRC","33321","SUIT","E","","","","","310213","=""00000T4PDP""","6980 W MCNAB RD","6980 W MCNAB RD SUIT E",""
"6980","W MCNAB RD","TMRC","33321","UNIT","STOP 1","","","","","310213","=""00011IRN4Y""","6980 W MCNAB RD","6980 W MCNAB RD UNIT STOP 1",""
"6980","W MCNAB RD","TMRC","33321","UNIT","STOP 2","","","","","310213","=""00010DSA03""","6980 W MCNAB RD","6980 W MCNAB RD UNIT STOP 2",""
"6980","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4DY0""","6980 W MCNAB RD","6980 W MCNAB RD",""
"7108","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4EDR""","MR 7118.1 W MCNAB RD","7108 W MCNAB RD",""
"7110","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4GJL""","MR 7118.1 W MCNAB RD","7110 W MCNAB RD",""
"7112","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4ORB""","MR 7118.1 W MCNAB RD","7112 W MCNAB RD",""
"7114","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4LY5""","MR 7118.1 W MCNAB RD","7114 W MCNAB RD",""
"7116","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4X7T""","MR 7118.1 W MCNAB RD","7116 W MCNAB RD",""
"7118","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4W4N""","MR 7118.1 W MCNAB RD","7118 W MCNAB RD",""
"7120","W MCNAB RD","N LDLE","33321","","","","","","","310213","=""00000T4C7W""","MR 7118.1 W MCNAB RD","7120 W MCNAB RD",""
"7120","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4C7W""","MR 7118.1 W MCNAB RD","7120 W MCNAB RD",""
"7122","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4IRP""","MR 7118.1 W MCNAB RD","7122 W MCNAB RD",""
"7126","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4X13""","MR 7118.2 W MCNAB RD","7126 W MCNAB RD",""
"7128","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4NH9""","7160 W MCNAB RD","7128 W MCNAB RD",""
"7128","W MCNAB RD","N LDLE","33321","","","","","","","310213","=""00000T4NH9""","7160 W MCNAB RD","7128 W MCNAB RD",""
"7130","W MCNAB RD","N LDLE","33321","","","","","","","310213","=""00000T4C8D""","7160 W MCNAB RD","7130 W MCNAB RD",""
"7130","W MCNAB RD","N LDLE","33321","","","","","","","310213","=""00000T4C8D""","7160 W MCNAB RD","7130 W MCNAB RD",""
"7132","W MCNAB RD","TMRC","33321","RM","OFFICE","FLR","FIRST","BLDG","MAIN","310213","=""00010C3DPN""","7160 W MCNAB RD","7132 W MCNAB RD RM OFFICE FLR FIRST BLDG MAIN",""
"7134","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4MJQ""","7160 W MCNAB RD","7134 W MCNAB RD",""
"7136","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4X5L""","MR 7118.2 W MCNAB RD","7136 W MCNAB RD",""
"7138","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4V33""","6980 W MCNAB RD","7138 W MCNAB RD",""
"7140","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4YI0""","7160 W MCNAB RD","7140 W MCNAB RD","Y"
"7148","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4GDB""","7200 W MCNAB RD","7148 W MCNAB RD",""
"7150","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4B78""","7160 W MCNAB RD","7150 W MCNAB RD","Y"
"7154","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4ONN""","7160 W MCNAB RD","7154 W MCNAB RD",""
"7200","W MCNAB RD","TMRC","33321","SUIT","120","","","","","310213","=""00000T4YQK""","7200 W MCNAB RD","7200 W MCNAB RD SUIT 120",""
"7200","W MCNAB RD","TMRC","33321","SUIT","6167","","","","","310213","=""00000T4OTT""","7200 W MCNAB RD","7200 W MCNAB RD SUIT 6167",""
"7200","W MCNAB RD","TMRC","33321","","","","","","","310213","=""00000T4IGD""","7200 W MCNAB RD","7200 W MCNAB RD",""
