House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
"2132","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CKX7W""","R 6660 NE 21ST LN","2132 NE 67TH ST",""
"2133","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CKXDR""","R 2133 NE 67TH ST","2133 NE 67TH ST",""
"2136","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CKZ9F""","R 6660 NE 21ST LN","2136 NE 67TH ST",""
"2137","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL2H9""","R 2141 NE 67TH ST","2137 NE 67TH ST",""
"2140","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL8V0""","R 6650 NE 21ST LN","2140 NE 67TH ST",""
"2141","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL63D""","R 2141 NE 67TH ST","2141 NE 67TH ST",""
"2144","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL2GB""","R 6640 NE 21ST LN","2144 NE 67TH ST",""
"2145","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL59A""","R 2145 NE 67TH ST","2145 NE 67TH ST",""
"2156","NE 67TH ST","FT L","33308","APT","527","","","BLDG","5","102460","=""00000CL1RR""","6750 NE 21ST RD","2156 NE 67TH ST APT 527   BLDG 5",""
"2156","NE 67TH ST","FT L","33308","APT","605","","","","","102460","=""000103DTVF""","6750 NE 21ST RD","2156 NE 67TH ST APT 605",""
"2156","NE 67TH ST","FT L","33308","APT","605","","","","","102460","=""000103DTVF""","6750 NE 21ST RD","2156 NE 67TH ST APT 605",""
"2156","NE 67TH ST","FT L","33308","APT","608","","","","","102460","=""000103KZP4""","6750 NE 21ST RD","2156 NE 67TH ST APT 608",""
"2156","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL1N2""","6750 NE 21ST RD","2156 NE 67TH ST",""
"2156","NE 67TH ST","FT L","33308","","","","","BLDG","2","102460","=""00000CKXUC""","6750 NE 21ST RD","2156 NE 67TH ST     BLDG 2",""
"2100","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CL1C7""","R 2105 NE 67TH ST","2100 NE 68TH ST",""
"2102","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CKXA3""","R 2105 NE 67TH ST","2102 NE 68TH ST",""
"2104","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CL9Q6""","R 2113 NE 67TH ST","2104 NE 68TH ST",""
"2108","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CL6F1""","R 2113 NE 67TH ST","2108 NE 68TH ST",""
"2112","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CL0XL""","R 2123 NE 67TH ST","2112 NE 68TH ST",""
"2116","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CLAB0""","R 2123 NE 67TH ST","2116 NE 68TH ST",""
"2128","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CL5UP""","R 2133 NE 67TH ST","2128 NE 68TH ST",""
"2132","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CL3FT""","R 2133 NE 67TH ST","2132 NE 68TH ST",""
"2136","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CKZW1""","R 6730 NE 21ST DR","2136 NE 68TH ST",""
"2140","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CKYJR""","R 2141 NE 67TH ST","2140 NE 68TH ST",""
"2144","NE 68TH ST","FT L","33308","","","","","","","102460","=""00000CL4Q1""","R 2145 NE 67TH ST","2144 NE 68TH ST",""
"2151","NE 68TH ST","FT L","33308","APT","201","","","BLDG","2","102460","=""00000CKYMD""","2151 NE 68TH ST","2151 NE 68TH ST APT 201   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","202","","","BLDG","2","102460","=""00000CL11U""","2151 NE 68TH ST","2151 NE 68TH ST APT 202   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","203","","","BLDG","2","102460","=""00000CKZEU""","2151 NE 68TH ST","2151 NE 68TH ST APT 203   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","204","","","","","102460","=""00001LZCLW""","2151 NE 68TH ST","2151 NE 68TH ST APT 204",""
"2151","NE 68TH ST","FT L","33308","APT","204","","","BLDG","2","102460","=""00000CL7QJ""","2151 NE 68TH ST","2151 NE 68TH ST APT 204   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","205","","","BLDG","2","102460","=""00000CKVTM""","2151 NE 68TH ST","2151 NE 68TH ST APT 205   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","206","","","BLDG","2","102460","=""00000CKVV9""","2151 NE 68TH ST","2151 NE 68TH ST APT 206   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","207","","","BLDG","2","102460","=""00000CL12E""","2161 NE 68TH ST","2151 NE 68TH ST APT 207   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","208","","","BLDG","2","102460","=""00000CKY4F""","2151 NE 68TH ST","2151 NE 68TH ST APT 208   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","209","","","BLDG","2","102460","=""00000CL3U7""","2151 NE 68TH ST","2151 NE 68TH ST APT 209   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","210","","","BLDG","2","102460","=""00000CL1V4""","2151 NE 68TH ST","2151 NE 68TH ST APT 210   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","UNIT","210","","","","","102460","=""00000CKYKN""","2151 NE 68TH ST","2151 NE 68TH ST UNIT 210",""
"2151","NE 68TH ST","FT L","33308","APT","211","","","BLDG","2","102460","=""00000CKYUP""","2151 NE 68TH ST","2151 NE 68TH ST APT 211   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","211","","","","","102460","=""00000CL1JB""","2151 NE 68TH ST","2151 NE 68TH ST APT 211",""
"2151","NE 68TH ST","FT L","33308","UNIT","212","","","BLDG","2","102460","=""00000CL4Z6""","2151 NE 68TH ST","2151 NE 68TH ST UNIT 212   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","221","","","BLDG","2","102460","=""00000CKX7A""","2151 NE 68TH ST","2151 NE 68TH ST APT 221   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","222","","","BLDG","2","102460","=""00000CKWJU""","2151 NE 68TH ST","2151 NE 68TH ST APT 222   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","223","","","BLDG","2","102460","=""00000CKZ0H""","2151 NE 68TH ST","2151 NE 68TH ST APT 223   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","224","","","BLDG","2","102460","=""00000CL2BI""","2151 NE 68TH ST","2151 NE 68TH ST APT 224   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","225","","","BLDG","2","102460","=""00000CKXW7""","2151 NE 68TH ST","2151 NE 68TH ST APT 225   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","226","","","BLDG","2","102460","=""00000CL1FB""","2151 NE 68TH ST","2151 NE 68TH ST APT 226   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","227","","","BLDG","2","102460","=""00000CKY91""","2151 NE 68TH ST","2151 NE 68TH ST APT 227   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","228","","","BLDG","2","102460","=""00000CL7W9""","2151 NE 68TH ST","2151 NE 68TH ST APT 228   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","229","","","BLDG","2","102460","=""00000CKVBK""","2151 NE 68TH ST","2151 NE 68TH ST APT 229   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","230","","","BLDG","2","102460","=""00000CKW33""","2151 NE 68TH ST","2151 NE 68TH ST APT 230   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","231","","","BLDG","2","102460","=""00000CL8GB""","2151 NE 68TH ST","2151 NE 68TH ST APT 231   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","APT","232","","","BLDG","2","102460","=""00000CKVAK""","2151 NE 68TH ST","2151 NE 68TH ST APT 232   BLDG 2",""
"2151","NE 68TH ST","FT L","33308","UNIT","GATE","","","","","102460","=""00000CKZGU""","2151 NE 68TH ST","2151 NE 68TH ST UNIT GATE",""
"2161","NE 68TH ST","FT L","33308","APT","301","","","BLDG","3","102460","=""00000CL4EO""","2161 NE 68TH ST","2161 NE 68TH ST APT 301   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","302","","","BLDG","3","102460","=""00000CKX5A""","2161 NE 68TH ST","2161 NE 68TH ST APT 302   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","303","","","BLDG","3","102460","=""00000CKZKM""","2161 NE 68TH ST","2161 NE 68TH ST APT 303   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","304","","","","","102460","=""00000CL5AX""","2161 NE 68TH ST","2161 NE 68TH ST APT 304",""
"2161","NE 68TH ST","FT L","33308","APT","304","","","BLDG","3","102460","=""00000CL9JC""","2161 NE 68TH ST","2161 NE 68TH ST APT 304   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","305","","","BLDG","3","102460","=""00000CL81O""","2161 NE 68TH ST","2161 NE 68TH ST APT 305   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","306","","","BLDG","3","102460","=""00000CKZVE""","2161 NE 68TH ST","2161 NE 68TH ST APT 306   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","307","","","BLDG","3","102460","=""00000CKXFO""","2161 NE 68TH ST","2161 NE 68TH ST APT 307   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","308","","","BLDG","3","102460","=""00000CKXJ7""","2161 NE 68TH ST","2161 NE 68TH ST APT 308   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","309","","","BLDG","3","102460","=""00000CKY4J""","2161 NE 68TH ST","2161 NE 68TH ST APT 309   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","310","","","BLDG","3","102460","=""00000CKWYS""","2161 NE 68TH ST","2161 NE 68TH ST APT 310   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","UNIT","311","","","","","102460","=""00000CL0J3""","2161 NE 68TH ST","2161 NE 68TH ST UNIT 311",""
"2161","NE 68TH ST","FT L","33308","APT","311","","","BLDG","3","102460","=""00000CL1NU""","2161 NE 68TH ST","2161 NE 68TH ST APT 311   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","312","","","BLDG","3","102460","=""00000CL8LX""","2161 NE 68TH ST","2161 NE 68TH ST APT 312   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","321","","","BLDG","3","102460","=""00000CKWRS""","2161 NE 68TH ST","2161 NE 68TH ST APT 321   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","322","","","BLDG","3","102460","=""00000CL1RU""","2161 NE 68TH ST","2161 NE 68TH ST APT 322   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","323","","","BLDG","3","102460","=""00000CKWJM""","2161 NE 68TH ST","2161 NE 68TH ST APT 323   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","UNIT","323","","","","","102460","=""00000CKZFD""","2161 NE 68TH ST","2161 NE 68TH ST UNIT 323",""
"2161","NE 68TH ST","FT L","33308","APT","324","","","BLDG","3","102460","=""00000CKW3R""","2161 NE 68TH ST","2161 NE 68TH ST APT 324   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","325","","","BLDG","3","102460","=""00000CKWNJ""","2161 NE 68TH ST","2161 NE 68TH ST APT 325   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","326","","","BLDG","3","102460","=""00000CL6DF""","2161 NE 68TH ST","2161 NE 68TH ST APT 326   BLDG 3","Y"
"2161","NE 68TH ST","FT L","33308","APT","327","","","BLDG","3","102460","=""00000CL76O""","2161 NE 68TH ST","2161 NE 68TH ST APT 327   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","328","","","BLDG","3","102460","=""00000CL1VX""","2161 NE 68TH ST","2161 NE 68TH ST APT 328   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","329","","","BLDG","3","102460","=""00000CL6Z5""","2161 NE 68TH ST","2161 NE 68TH ST APT 329   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","330","","","BLDG","3","102460","=""00000CKW5K""","2161 NE 68TH ST","2161 NE 68TH ST APT 330   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","331","","","BLDG","3","102460","=""00000CL80L""","2161 NE 68TH ST","2161 NE 68TH ST APT 331   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","APT","332","","","BLDG","3","102460","=""00000CL189""","2161 NE 68TH ST","2161 NE 68TH ST APT 332   BLDG 3",""
"2161","NE 68TH ST","FT L","33308","UNIT","GATE","","","","","102460","=""00000CL8ZB""","2161 NE 68TH ST","2161 NE 68TH ST UNIT GATE",""
