House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,Term Addr,DA/PSA,CLLI8,NPANNX,ADDR_ID,NSP_INQ_ID,LU_ID,DA_Ready,Granite Qual - Bit 15 BO Type,Op Ready,OVALS Qual,Forced Ind,Working TN Status
"5240","OAK ST","ST FRANCISVILLE","70775","","","","","","","148A CYPRESS ST","210102","SFVLLAMA","225635","=""00001FHRLV""","=""T1073b3c245""","=""1A7B2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5248","OAK ST","ST FRANCISVILLE","70775","","","","","","","148A CYPRESS ST","210102","SFVLLAMA","225635","=""00001FHUHU""","=""T1073b3c78a""","=""1K7B2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5249","OAK ST","ST FRANCISVILLE","70775","","","","","","","P 14S-4 OAK ST","210102","SFVLLAMA","225635","=""00001FHUUD""","=""T1073b3c73e""","=""1JMQ""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5255","OAK ST","ST FRANCISVILLE","70775","","","","","","","P 14S-3 OAK ST","210102","SFVLLAMA","225635","=""00001FHUTH""","=""T1073b3c4e8""","=""1F0B2""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"5265","OAK ST","ST FRANCISVILLE","70775","","","","","","","R 416 MAGNOLIA CT","210102","SFVLLAMA","225635","=""00001FHRIW""","=""T1073b3c03a""","=""160B2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5276","OAK ST","ST FRANCISVILLE","70775","","","","","","","146C CYPRESS ST","210102","SFVLLAMA","225635","=""00001FHUKL""","=""T1073b3c2aa""","=""1B061""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"5280","OAK ST","ST FRANCISVILLE","70775","","","","","","","146C CYPRESS ST","210102","SFVLLAMA","225635","=""00001FHS7R""","=""T1073b3c6b3""","=""1IHT.O""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5293","OAK ST","ST FRANCISVILLE","70775","","","","","","","R 416 MAGNOLIA CT","210102","SFVLLAMA","225635","=""00001FHQXI""","=""T1073b3c0c5""","=""16VA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5296","OAK ST","ST FRANCISVILLE","70775","","","","","","","146A CYPRESS ST","210102","SFVLLAMA","225635","=""00001FHS35""","=""T1073b3beaa""","=""13061""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5313","OAK ST","ST FRANCISVILLE","70775","","","","","","","R 305 OAK ST","210102","SFVLLAMA","225635","=""00001FHUMF""","=""T1073b3cb01""","=""1QSA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5326","OAK ST","ST FRANCISVILLE","70775","RM","TELCO","FLR","1","","","I 5326 OAK ST","210102","SFVLLAMA","225635","=""00001FHRUN""","=""M171c81c218""","=""18LV1.I""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5326","OAK ST","ST FRANCISVILLE","70775","RM","TELCO","FLR","MAIN","","","I 5326 OAK ST","210102","SFVLLAMA","225635","=""00001FHTCT""","=""N13724c69d9d""","=""1FKQ1.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5326","OAK ST","ST FRANCISVILLE","70775","","","","","","","I 5326 OAK ST","210102","SFVLLAMA","225635","=""00001FHUTE""","=""T1073b3c65f""","=""1HTA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"5090","PINE ST","ST FRANCISVILLE","70775","","","","","","","148A CYPRESS ST","210102","SFVLLAMA","225635","=""00001FHTZP""","=""T1073b3c561""","=""1FT71.F""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"5105","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 113 PINE ST","210102","SFVLLAMA","225635","=""00001FHU5Y""","=""T1073b3c3bb""","=""1CR31.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5109","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 113 PINE ST","210102","SFVLLAMA","225635","=""00001FHTW9""","=""T1073b3cd0f""","=""1UO21.4""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5113","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 113 PINE ST","210102","SFVLLAMA","225635","=""00001FHU7F""","=""T1073b3c092""","=""16KQ.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5121","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 121 PINE ST","210102","SFVLLAMA","225635","=""00001FHS2I""","=""T1073b3c3bd""","=""1CRA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5127","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 121 PINE ST","210102","SFVLLAMA","225635","=""00001FHR75""","=""T1073b3be33""","=""11VA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5128","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 145 PINE ST","210102","SFVLLAMA","225635","=""00001FHQSJ""","=""T1073b3bdcd""","=""116B2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5136","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 145 PINE ST","210102","SFVLLAMA","225635","=""00001FHTIJ""","=""T1073b3c82c""","=""1LAI2.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5143","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 145 PINE ST","210102","SFVLLAMA","225635","=""00001FHR38""","=""T1073b3c877""","=""1LRA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5159","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 161 PINE ST","210102","SFVLLAMA","225635","=""00001FHSFR""","=""T1073b3cd0c""","=""1UNK.1""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5165","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 169 PINE ST","210102","SFVLLAMA","225635","=""00001FHRQU""","=""T1073b3c8f5""","=""1MNS.A""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5168","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 169 PINE ST","210102","SFVLLAMA","225635","=""00001FHR2A""","=""T1073b3bf0b""","=""13MQ""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5175","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 169 PINE ST","210102","SFVLLAMA","225635","=""00001FHR3R""","=""T1073b3c132""","=""17RA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5178","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 205 PINE ST","210102","SFVLLAMA","225635","=""00001FHTM7""","=""T1073b3c3dc""","=""1D0S1.B""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"5183","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 205 PINE ST","210102","SFVLLAMA","225635","=""00001FHR35""","=""T1073b3c659""","=""1HSA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5190","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 205 PINE ST","210102","SFVLLAMA","225635","=""00001FHUCA""","=""T1073b3c96c""","=""1NLQ""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5191","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 205 PINE ST","210102","SFVLLAMA","225635","=""00001FHTJJ""","=""T1073b3c2ad""","=""1B0F.E""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5221","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 233 PINE ST","210102","SFVLLAMA","225635","=""00001FHRLW""","=""T1073b3c52b""","=""1FFD.9""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5224","PINE ST","ST FRANCISVILLE","70775","","","","","","","PED R238 PINE ST","210102","SFVLLAMA","225635","=""00001FHUNS""","=""T1073b3c90e""","=""1MSA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5227","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 239 PINE ST","210102","SFVLLAMA","225635","=""00001FHRMG""","=""T1073b3c1b5""","=""18TA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5235","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 239 PINE ST","210102","SFVLLAMA","225635","=""00001FHR39""","=""T1073b3c96a""","=""1NKT1.G""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5236","PINE ST","ST FRANCISVILLE","70775","","","","","","","PED R238 PINE ST","210102","SFVLLAMA","225635","=""00001FHQZC""","=""T1073b3c200""","=""19HQ1.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5243","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 251 PINE ST","210102","SFVLLAMA","225635","=""00001FHS6K""","=""T1073b3c121""","=""17MQ""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5246","PINE ST","ST FRANCISVILLE","70775","","","","","","","PED R258 PINE ST","210102","SFVLLAMA","225635","=""00001FHRFX""","=""T1073b3cb61""","=""1RLQ""","FTTN","Not Ready","FTTN","FTTN","Forced Green",""
"5251","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 251 PINE ST","210102","SFVLLAMA","225635","=""00001FHRLC""","=""T1073b3c2f0""","=""1BEB.R""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5257","PINE ST","ST FRANCISVILLE","70775","","","","","","","PED R238 PINE ST","210102","SFVLLAMA","225635","=""00001FHU82""","=""T1073b3c1ba""","=""18UA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5261","PINE ST","ST FRANCISVILLE","70775","","","","","","","PED R238 PINE ST","210102","SFVLLAMA","225635","=""00001FHTMR""","=""T1073b3bd72""","=""10F81.5""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5262","PINE ST","ST FRANCISVILLE","70775","","","","","","","PED R278 PINE ST","210102","SFVLLAMA","225635","=""00001FHR9M""","=""T1073b3c5d7""","=""1GRA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5269","PINE ST","ST FRANCISVILLE","70775","","","","","","","R 305 OAK ST","210102","SFVLLAMA","225635","=""00001FHTAP""","=""T1073b3c3c3""","=""1CSA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5272","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 286 PINE ST","210102","SFVLLAMA","225635","=""00001FHR5A""","=""T1073b3c5c0""","=""1GLQ""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5275","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 289 PINE ST","210102","SFVLLAMA","225635","=""00001FHRHR""","=""T1073b3c02e""","=""15TA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5280","PINE ST","ST FRANCISVILLE","70775","","","","","","","P 14S-3 OAK ST","210102","SFVLLAMA","225635","=""00001FHUKO""","=""T1073b3c7f6""","=""1KVA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"5285","PINE ST","ST FRANCISVILLE","70775","","","","","","","F 289 PINE ST","210102","SFVLLAMA","225635","=""00001FHR0N""","=""T1073b3c5fc""","=""1H3U.S""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5293","PINE ST","ST FRANCISVILLE","70775","","","","","","","R 289 PINE ST","210102","SFVLLAMA","225635","=""00001FHU80""","=""T1073b3c6db""","=""1IUA2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5818","PLANTATION DR","ST FRANCISVILLE","70775","","","","","","","S 5850-4 PLANTATION DR","210102","SFVLLAMA","225635","=""00001FHR6L""","=""T1073b3cbcf""","=""1SDE.B""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5819","PLANTATION DR","ST FRANCISVILLE","70775","","","","","","","S 5850-3 PLANTATION DR","210102","SFVLLAMA","225635","=""00001FHRK5""","=""N13e6e9be212""","=""1H5E2.9""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5833","PLANTATION DR","ST FRANCISVILLE","70775","","","","","","","S 5850-4 PLANTATION DR","210102","SFVLLAMA","225635","=""00010U5116""","=""Ldade0e1e3""","=""17354.4""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5849","PLANTATION DR","ST FRANCISVILLE","70775","","","","","","","S 5850-4 PLANTATION DR","210102","SFVLLAMA","225635","=""000107JGV0""","=""Ld9fc8335f""","=""14P92.6""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5850","PLANTATION DR","ST FRANCISVILLE","70775","LOT","28","","","","","S 5850-4 PLANTATION DR","210102","SFVLLAMA","225635","=""00001FHRQF""","=""N12515adf294""","=""1AVV1.L""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5850","PLANTATION DR","ST FRANCISVILLE","70775","LOT","29","","","","","S 5850-4 PLANTATION DR","210102","SFVLLAMA","225635","=""00001FHSCU""","=""N12515adf2d6""","=""1F002.5""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5850","PLANTATION DR","ST FRANCISVILLE","70775","","","","","","","S 5850-4 PLANTATION DR","210102","SFVLLAMA","225635","=""00001FHR3A""","=""T1073b3c983""","=""1NRL2.T""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"5855","PLANTATION DR","ST FRANCISVILLE","70775","","","","","","","S 5850-4 PLANTATION DR","210102","SFVLLAMA","225635","=""00001FHUNU""","=""T1073b3ca92""","=""1Q1E2.R""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"107","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""00001FHRBS""","=""T1073b3c2ae""","=""1B0M2.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","118","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHRKB""","=""N141cfc855b3""","=""1C0D2.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTFU""","=""T1073b3bdc4""","=""114D2.D""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"118","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHR0V""","=""T1073b3c3f0""","=""1D5O.B""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"126","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHR9N""","=""T1073b3c539""","=""1FIP2.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"128","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTSJ""","=""T1073b3c2ab""","=""1B081.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"135","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHSJL""","=""T1073b3ca9e""","=""1Q4E2.C""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"136","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHR7S""","=""T1073b3c698""","=""1IBA1.F""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"138","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHT9G""","=""T1073b3cbe7""","=""1SID.D""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"146","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTH2""","=""N12d080ceeeb""","=""1AJM.7""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"147","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R 437 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHRBH""","=""T1073b3c720""","=""1JHR1.U""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"155","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHT4D""","=""T1073b3cb6a""","=""1RN61.K""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5331","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","146","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHSZ5""","=""T1073b3c31a""","=""1BNF.V""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5331","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","148","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHR8D""","=""T1073b3cb69""","=""1RN21.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5333","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","146","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHRSY""","=""N12515adf4e8""","=""1L2T1.3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5333","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","148","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHRSG""","=""N12515adf425""","=""11NF2.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5334","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","148","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHUGP""","=""N12515adf4a4""","=""1EQC2.O""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5335","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","105","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00011J302V""","=""L1168ccf325""","=""1DQD1.D""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5335","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","155","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHROZ""","=""N12515adf185""","=""1JUD2.J""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5335","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","157","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHTQ8""","=""T1073b3ca0a""","=""1P021.R""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5335","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","423","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHUT4""","=""N12515adf38d""","=""146C.F""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5337","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","145","","","","","R 5337 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHUU3""","=""T1073b3cc6e""","=""1TFT.E""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5337","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","147","","","","","R 5339 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHTBZ""","=""T1073b3cc0d""","=""1SRR1""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"5339","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","135","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTW2""","=""T1073b3bf4d""","=""144E2.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5339","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","137","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTXW""","=""T1073b3c3a9""","=""1CNT1.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5345","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","106","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHSCS""","=""N12515adf48d""","=""10061.R""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5345","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","125","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHROS""","=""T1073b3cbcb""","=""1SC81.R""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5345","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","127","","","","","R 5337 ROSEDOWN CT","210102","SFVLLAMA","225635","=""00001FHRY9""","=""T1073b3c900""","=""1MPC.L""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"5345","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","417","","","","","P 5NE1 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHQW9""","=""N12515adf3a8""","=""188D.3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5345","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","435","","","","","R 437 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHUME""","=""T1073b3c9b2""","=""1O6L2.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5345","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","437","","","","","R BLDG 8 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHSXZ""","=""D1a303b3894""","=""1JBR.A""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5370","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","136","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHR04""","=""T1073b3c4eb""","=""1F0R1.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5370","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","138","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTX9""","=""T1073b3cbdc""","=""1SGD.G""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5373","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","128","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHUT7""","=""N12515adf1e5""","=""1JGK.E""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5374","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","126","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTE7""","=""T1073b3cb1c""","=""1R5C2.S""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5374","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","128","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHRKR""","=""T1073b3c17f""","=""18JC.A""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5375","ROSEDOWN CT","ST FRANCISVILLE","70775","UNIT","128","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""000118R4PU""","=""Lcb7efdaa5""","=""1OCR4.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5379","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","115","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""00001FHSIN""","=""T1073b3ccf6""","=""1UI62.A""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5379","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","117","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""00001FHUHI""","=""T1073b3c630""","=""1HJD2.3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5379","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""00001FHTMT""","=""T1073b3c477""","=""1E4I2.8""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5382","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","108","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHRWR""","=""T1073b3c8aa""","=""1M611.R""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5382","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","116","","","","","146B CYPRESS ST","210102","SFVLLAMA","225635","=""00001FHTSM""","=""T1073b3c04e""","=""164D2.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5382","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","118","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHRMZ""","=""T1073b3c4af""","=""1EIA2.O""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5382","ROSEDOWN CT","ST FRANCISVILLE","70775","","","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHUGI""","=""N12515adf2cc""","=""1ERU.E""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5386","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","106","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHT9C""","=""T1073b3c68c""","=""1I7E2.I""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5386","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","108","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHSUV""","=""T1073b3c328""","=""1BQ82.T""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5386","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","116","","","","","R 138 JACKSON RD","210102","SFVLLAMA","225635","=""000107SEEQ""","=""N15ec78065d6""","=""1IJM.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5386","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","116","","","","","","210102","SFVLLAMA","225635","=""000107SEEQ""","=""L11aefa98ea""","=""1IJM.2  Z""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5387","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","105","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""00001FHS33""","=""T1073b3cb90""","=""1S0K.V""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5387","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","106","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""000107YQCT""","=""Ldedff9b4d""","=""15ST1.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5387","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","107","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""00001FHS63""","=""T1073b3cc50""","=""1T921.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5387","ROSEDOWN CT","ST FRANCISVILLE","70775","APT","117","","","","","P 7N JACKSON RD","210102","SFVLLAMA","225635","=""00001FHURA""","=""N12515adf515""","=""12VU.5""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5331","ROSEDOWN CT APT 148","ST FRANCISVILLE","70775","","","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""Not SAG Valid""","=""N18143ed6dd3""","=""1M9N2.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"5335","ROSEDOWN CT APT 155","ST FRANCISVILLE","70775","","","","","","","R 5335 ROSEDOWN CT","210102","SFVLLAMA","225635","=""Not SAG Valid""","=""N1851d6d3d37""","=""1DLQ1.4""","FTTN","Not Ready","FTTN","","",""
"5762","ROSEDOWN PLANTATION RD","ST FRANCISVILLE","70775","","","","","","","P 2 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHUQQ""","=""M15c89e8ba0""","=""1F7J4.D""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"12411","TIFFANY LN","ST FRANCISVILLE","70775","APT","437","","","","","R 437 JACKSON RD","210102","SFVLLAMA","225635","=""00001FHRI6""","=""N12515adf3b4""","=""1FLR1.U""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
