House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,Term Addr,DA/PSA,CLLI8,NPANNX,ADDR_ID,NSP_INQ_ID,LU_ID,DA_Ready,Granite Qual - Bit 15 BO Type,Op Ready,OVALS Qual,Forced Ind,Working TN Status
"420","DEAN DR","GARDENDALE","35071","RM","124-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RTR""","=""M1051e4e58b""","=""1DMF2.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","125","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RKB""","=""M1051e4eb57""","=""1ID53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","125-A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5TPV""","=""N1402ea52de6""","=""1MLD2.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","125-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5XAO""","=""M1051e4e294""","=""1B835.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","126","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5UWC""","=""M1051e4dc72""","=""16FF""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","126-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RMT""","=""M1051e4e781""","=""1F703.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","126-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WZ8""","=""M1051e4dd4c""","=""1764.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","127-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5S8B""","=""M1051e4d7be""","=""12OD1.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","127-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5S69""","=""M1051e4dc12""","=""166I.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","128","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5UBS""","=""N1248a2349f6""","=""1HDR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","128-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5S72""","=""M1a68df2441""","=""1B537.M""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","128-B","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5RYG""","=""N12e6116eacf""","=""1DF4.N""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","129","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5UDT""","=""M1051e4db12""","=""15CR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","129-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YGV""","=""M1051e4df44""","=""18MO1.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","15","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5WK3""","=""N14ba1127f16""","=""1DHE2.4""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","2","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VEO""","=""N1248a234c23""","=""1BL4.U""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","201","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5U9V""","=""M1051e4f192""","=""1NDR.D""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","202","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5Y6P""","=""M1a68df2509""","=""1VC53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","202-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TUH""","=""M1051e4da07""","=""14I37.J""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","202-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RJ9""","=""M1051e4d5b5""","=""114E3.A""","FTTN","Not Ready","FTTN","","","Y"
"420","DEAN DR","GARDENDALE","35071","RM","203","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5XS0""","=""M1051e4fb96""","=""1VBD""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","204-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5S9G""","=""M1051e4e257""","=""1B244.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","204-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RHV""","=""M1051e4fb15""","=""1UTL1.K""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","205","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5VRJ""","=""M1585f17239""","=""1C772.J""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","206","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YM0""","=""N1248a234c92""","=""1JR34.N""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","206-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5XQ9""","=""M1051e4f5a8""","=""1QLH4.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","206-B","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5U58""","=""N1408b579a29""","=""1I5T1.Q""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","207","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5X83""","=""N1248a234aa6""","=""1SD53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","207-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5XC5""","=""C17a2394915""","=""1G6E3.2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","207-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WCD""","=""M1051e4f098""","=""1MLH5.P""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","208","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UKE""","=""N1248a234ab6""","=""19C53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","208-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5Y4M""","=""M1051e4ee29""","=""1KMH4.H""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","208-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UYB""","=""M1051e4dd92""","=""17CR3.5""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","209","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WUT""","=""M1051e4d9f6""","=""14GO.7""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","210","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5U1V""","=""N133632f7778""","=""1ONR6.8""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","210-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5Y5K""","=""M1051e4df3c""","=""18MG2.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","210-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5S76""","=""M1a68df24d1""","=""1R744.C""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","211","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5Y6M""","=""M1a68df248b""","=""1IPS1.R""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","212","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RYZ""","=""M1051e4f682""","=""1RBR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","212-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5U2G""","=""M1051e4d67c""","=""11OM1.Q""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","212-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5THO""","=""M1051e4e943""","=""1GN54.2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","213","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VBH""","=""M1051e4f5b5""","=""1QN1.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","214-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5U1D""","=""M1051e4fb0b""","=""1USR6.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","214-B","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5SLP""","=""M1051e4dc08""","=""165R6.C""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","214B","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5SLP""","=""N174393b8549""","=""18VO3.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","215","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5U1R""","=""M1051e4d742""","=""12D53""","FTTN","Not Ready","FTTN","","","Y"
"420","DEAN DR","GARDENDALE","35071","UNIT","216","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RNX""","=""M1051e4e67e""","=""1ED53""","FTTN","Not Ready","FTTN","","","Y"
"420","DEAN DR","GARDENDALE","35071","RM","217","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TVJ""","=""N1248a234b4a""","=""16E53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","217-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VK0""","=""M1051e4edc2""","=""1KC63.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","217-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TY1""","=""M1051e4dac0""","=""153C7.8""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","218","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VL1""","=""M1051e4dd09""","=""16V93.5""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","218-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5RNL""","=""M1051e4f68a""","=""1RCO4.J""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","218-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5W3R""","=""M1051e4dbca""","=""160J4.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","219","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5Y2R""","=""M1051e4dd94""","=""17D34.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","219-A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5W1F""","=""N1332a89816d""","=""1TB05.5""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","219-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5W0J""","=""M1051e4d6df""","=""123C5.5""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","219A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5W1F""","=""N1303582dc08""","=""1OAT9.C""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","220","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5SCA""","=""N13f41c0a60a""","=""18B44.8""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","220-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YO2""","=""M1a68df23be""","=""10IA.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","220-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YC8""","=""M1051e4f756""","=""1S054.D""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","221","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5Y6Y""","=""N1248a234b5c""","=""15L87.B""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","221-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5XLX""","=""M1051e4fc0c""","=""1VMU6.3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","221-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5T3T""","=""M1051e4de57""","=""17VQ3.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","222","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5YAT""","=""M1051e4d73c""","=""12CR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","222-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YRF""","=""M1051e4f067""","=""1MGS5.G""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","222-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YJH""","=""M183261f474""","=""1CGI4.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","223","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SPH""","=""M1051e4d557""","=""10OT4.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","223-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YEM""","=""M1a68df24b3""","=""1NPF2.H""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","223-B","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5U0E""","=""M1a68df2458""","=""1DFQ3.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","224","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5U0N""","=""N1248a234b4d""","=""1RV53.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","224-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UEK""","=""M1051e4dfe7""","=""194L.T""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","224-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5U9T""","=""M1051e4d828""","=""132C.I""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","225","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YCL""","=""M1051e4eb58""","=""1ID55.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","225-A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5SE5""","=""N1270a989203""","=""1U5H7.I""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","225-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YQV""","=""M1051e4e498""","=""1CQ84.2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","ROOM","225A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""000117O0RP""","=""N1764194e19f""","=""1OIL3.B""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","226-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VXW""","=""M1051e4deef""","=""18DL.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","226-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5URJ""","=""M1051e4e40d""","=""1CED3.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","227-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YU3""","=""M1a68df24e4""","=""1SD73.I""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","227-B","","","","","I 420II DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5VY3""","=""M1051e4eb7b""","=""1IHE4.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","228","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5YO5""","=""M1a68df23c2""","=""10S64.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","228-A","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5WFG""","=""M1051e4f65c""","=""1R664.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","228-B","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5RZM""","=""M1051e4ed64""","=""1K252.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","228A","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5WFG""","=""N1771f062d5b""","=""153O8.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","229-A","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5RJX""","=""M1051e4db8c""","=""15PU3.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","229-B","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5U3W""","=""M1051e4e1a8""","=""1AGL.E""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","301","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5YUO""","=""N1248a2349d1""","=""1NIG1.U""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","301-A","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5W6Z""","=""M1051e4eb3c""","=""1IBC4.8""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","301-B","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5XVF""","=""M1585f1778f""","=""1LG34.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","302","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WGD""","=""M1051e4e7a6""","=""1FC53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","302-A","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5V83""","=""M1585f16e5c""","=""15MG5.P""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","302-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VRK""","=""M1585f16b5c""","=""10LQ2.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","303-A","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5YPY""","=""N1248a234a20""","=""18973.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","303-B","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5SIV""","=""M1051e4e2c3""","=""1BE34""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","304-A","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5V8M""","=""M1051e4ed0b""","=""1JNI1.7""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","304-B","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5WID""","=""M1051e4e7e4""","=""1FIE3.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","305 A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5VJ9""","=""N1248a234b3b""","=""1UNU4.2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","305-A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5VJ9""","=""N1248a234b61""","=""113B4.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","305-B","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5W7E""","=""M1585f17802""","=""1M8A2.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","306","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5YA9""","=""N1248a234bce""","=""1GTI1.B""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","306-A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5S5I""","=""M1051e4e538""","=""1DDR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","306-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UN0""","=""M1585f1742e""","=""1FHN7.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","307-A","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5V4W""","=""M1051e4e7b0""","=""1FDF1.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","307-B","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5VMG""","=""M1585f179bb""","=""1P7C.7""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","308","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5UEO""","=""M1051e4d605""","=""11CI4.G""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","308-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5U0B""","=""M1a68df24cd""","=""1QUP4.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","308-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YQE""","=""M1051e4e728""","=""1ETF5.C""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","309","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TZ8""","=""N1248a234aa9""","=""1IM77.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","309-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VIS""","=""M1a68df2400""","=""16C77.G""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","309-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5YNR""","=""M1051e4e83d""","=""1FSK1.P""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","310","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5S73""","=""M1a68df24fc""","=""1UCA4.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","311","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5V1C""","=""M1051e4e2cb""","=""1BET3.C""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","312-A","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5S62""","=""M1051e4ea29""","=""1HEA.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","312-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5W9S""","=""M1051e4e2ab""","=""1BB5.G""","FTTN","Not Ready","FTTN","","",""
